time,seconds_elapsed,z,y,x
1693771591754232300,0.093232421875,0,0,0
1693771591773142500,0.112142578125,0.023532867431640625,-0.0732736587524414,-0.2556324005126953
1693771591792053000,0.131052978515625,0.12326717376708984,0.1176309585571289,-0.03239107131958008
1693771591810963200,0.149963134765625,0.2524232864379883,0.2596338987350464,0.32456159591674805
1693771591829873700,0.168873779296875,-0.004165172576904297,0.24242186546325684,0.1429600715637207
1693771591848784000,0.187783935546875,-0.058302879333496094,0.07907068729400635,0.2598848342895508
1693771591867694300,0.2066943359375,0.04634284973144531,-0.1444861888885498,0.5142378807067871
1693771591886604500,0.2256044921875,0.11161279678344727,0.01373279094696045,0.08346319198608398
1693771591905515000,0.244514892578125,0.17757511138916016,0.2476280927658081,-0.12551212310791016
1693771591924425500,0.263425537109375,0.10831069946289062,0.15806496143341064,0.06213712692260742
1693771591943335700,0.282335693359375,-0.08637142181396484,0.15017902851104736,0.2122030258178711
1693771591962246000,0.301245849609375,-0.08784961700439453,-0.0566331148147583,0.605140209197998
1693771591981156400,0.32015625,-0.09457540512084961,-0.13401424884796143,0.15368223190307617
1693771592000066600,0.339066650390625,-0.18901681900024414,0.38954412937164307,-0.07666397094726562
1693771592018977000,0.35797705078125,-0.4091939926147461,0.524300217628479,0.6153807640075684
1693771592037887200,0.37688720703125,-1.3095951080322266,0.9753486514091492,0.9341168403625488
1693771592056797700,0.395797607421875,-2.365891456604004,1.21290123462677,1.8195390701293945
1693771592075708000,0.4147080078125,-1.8295226097106934,1.1764695644378662,3.0930604934692383
1693771592094618400,0.433618408203125,-1.1529908180236816,1.3751379251480103,4.053647994995117
1693771592113528600,0.452528564453125,-1.526498794555664,2.029557228088379,6.482909202575684
1693771592132438800,0.471438720703125,-1.9136784076690674,2.483226776123047,8.63174057006836
1693771592151349200,0.490349365234375,-1.5616779327392578,1.9829561710357666,7.075626373291016
1693771592170259500,0.509259521484375,-2.0545382499694824,1.9862699508666992,5.670867919921875
1693771592189170000,0.528169921875,-3.315903425216675,0.5626723170280457,6.870443344116211
1693771592208080100,0.547080078125,-2.9582252502441406,-0.006615042686462402,5.986188888549805
1693771592226990600,0.565990478515625,-1.3741778135299683,-0.7299811840057373,5.813857078552246
1693771592245900800,0.58490087890625,1.3461427688598633,-1.333349585533142,9.21017837524414
1693771592264811300,0.603811279296875,3.665876626968384,-1.5389496088027954,9.597940444946289
1693771592283721500,0.622721435546875,3.2114901542663574,-2.481228828430176,7.905448913574219
1693771592302632000,0.6416318359375,1.5813826322555542,-1.9886624813079834,8.291481018066406
1693771592321542100,0.660542236328125,1.778256893157959,-3.06646728515625,8.754044532775879
1693771592340452400,0.679452392578125,4.593736171722412,-4.443211078643799,5.77655029296875
1693771592359362800,0.69836279296875,7.559788703918457,-5.542302131652832,3.404165267944336
1693771592378273000,0.71727294921875,7.574042320251465,-5.980510711669922,1.2770090103149414
1693771592397183500,0.73618359375,8.727405548095703,-5.857547760009766,0.0727376937866211
1693771592416093700,0.75509375,9.995647430419922,-5.8283467292785645,-0.8258218765258789
1693771592435004000,0.77400390625,9.836320877075195,-5.288472652435303,-2.0245656967163086
1693771592453914400,0.792914306640625,9.089369773864746,-5.2234015464782715,-1.933675765991211
1693771592472824600,0.811824462890625,7.357545852661133,-5.284291744232178,-2.021946907043457
1693771592491735000,0.830735107421875,6.0903120040893555,-4.565361976623535,-3.6394777297973633
1693771592510645200,0.849645263671875,7.995363235473633,-5.221824645996094,-4.299858093261719
1693771592529555500,0.868555419921875,10.441221237182617,-5.500219345092773,-5.433288097381592
1693771592548466000,0.8874658203125,9.183244705200195,-5.734943866729736,-6.596269130706787
1693771592567376100,0.906376220703125,6.326263904571533,-4.850716590881348,-5.897825241088867
1693771592586286600,0.92528662109375,3.198704719543457,-2.9877607822418213,-4.149316787719727
1693771592605196800,0.94419677734375,2.6546130180358887,-2.2974066734313965,-2.036910057067871
1693771592624107000,0.96310693359375,4.185494899749756,-2.2867038249969482,-1.8329157829284668
1693771592643017500,0.982017578125,5.460615158081055,-2.903027296066284,-4.258251667022705
1693771592661927700,1.000927734375,7.323307991027832,-2.4363317489624023,-4.087596416473389
1693771592680838100,1.019838134765625,7.0193190574646,-1.2895362377166748,-2.373375415802002
1693771592699748400,1.038748291015625,5.066563606262207,-0.6182599067687988,-2.366896152496338
1693771592718658600,1.057658447265625,4.068495273590088,-1.0014901161193848,-3.4288485050201416
1693771592737569000,1.076569091796875,6.126325607299805,-1.2189843654632568,-5.356420040130615
1693771592756479200,1.095479248046875,6.794384956359863,-1.399245262145996,-4.444825172424316
1693771592775389700,1.1143896484375,5.8081207275390625,-0.6406280994415283,-3.935373544692993
1693771592794300000,1.1332998046875,4.847381114959717,-0.33944082260131836,-4.046596527099609
1693771592813210400,1.15221044921875,4.728899955749512,-0.4962282180786133,-3.695042133331299
1693771592832120600,1.17112060546875,3.822399139404297,-0.26093459129333496,-3.7051539421081543
1693771592851030800,1.19003076171875,2.907896041870117,-0.013197660446166992,-4.178545951843262
1693771592869941200,1.208941162109375,2.9936885833740234,-0.5310275554656982,-4.435210704803467
1693771592888851500,1.2278515625,3.4920730590820312,-0.5058567523956299,-3.7632572650909424
1693771592907762000,1.246761962890625,2.547985076904297,0.13180756568908691,-3.7209982872009277
1693771592926672100,1.265672119140625,2.422501564025879,-0.40477681159973145,-3.0481178760528564
1693771592945582300,1.284582275390625,3.2257747650146484,-0.7391419410705566,-2.3355178833007812
1693771592964492800,1.303492919921875,1.6593255996704102,-0.38703298568725586,-1.5705175399780273
1693771592983403000,1.322403076171875,-0.16406917572021484,0.4569363594055176,-1.7484245300292969
1693771593002313200,1.341313232421875,2.9581727981567383,0.9126856327056885,-2.5019917488098145
1693771593021223700,1.3602236328125,5.97698974609375,-1.5136809349060059,-1.9151999950408936
1693771593040134000,1.3791337890625,9.151264190673828,-0.7347080707550049,-4.168418884277344
1693771593059044000,1.398044189453125,7.516067981719971,-1.8960862159729004,-0.5933928489685059
1693771593077954600,1.41695458984375,3.204143524169922,-0.7902228832244873,0.5229969024658203
1693771593096864800,1.43586474609375,-1.2663092613220215,-0.3190138339996338,0.8727231025695801
1693771593115775200,1.454775146484375,-0.8764190673828125,-0.34632349014282227,-0.22188854217529297
1693771593134685400,1.473685546875,0.7184295654296875,-1.442678451538086,-0.937070369720459
1693771593153595600,1.492595703125,0.4529585838317871,-1.160468578338623,-0.5128521919250488
1693771593172506000,1.511506103515625,-1.4105091094970703,-0.7539513111114502,0.8109936714172363
1693771593191416300,1.530416259765625,0.5865926742553711,-0.250896692276001,0.5865044593811035
1693771593210326500,1.549326416015625,2.3993611335754395,-0.7836703658103943,1.0238499641418457
1693771593229237000,1.568237060546875,2.7289481163024902,-0.5134602785110474,1.3432230949401855
1693771593248147200,1.587147216796875,0.11831474304199219,-0.8793057799339294,0.7755446434020996
1693771593267057700,1.6060576171875,-2.58370304107666,-0.6798098087310791,-0.1261749267578125
1693771593285968000,1.6249677734375,-1.3133463859558105,-0.7483400106430054,0.48316144943237305
1693771593304878000,1.643878173828125,2.0426583290100098,-1.5077602863311768,2.30649995803833
1693771593323788300,1.662788330078125,1.9561619758605957,-1.0677355527877808,2.076359272003174
1693771593342698800,1.68169873046875,-1.4837417602539062,-0.8052666187286377,1.359687328338623
1693771593361609000,1.70060888671875,-1.4004650115966797,-0.8958622813224792,1.2066020965576172
1693771593380519400,1.71951953125,0.7235298156738281,-1.687604308128357,1.97861909866333
1693771593399429600,1.7384296875,-1.6320042610168457,-1.7622880935668945,2.3924169540405273
1693771593418339800,1.75733984375,-3.318258285522461,-1.1614129543304443,1.457174301147461
1693771593437250300,1.776250244140625,-2.393491268157959,-0.5391799211502075,1.0826983451843262
1693771593456160500,1.795160400390625,0.600039005279541,-1.2368290424346924,1.553215503692627
1693771593475070700,1.81407080078125,0.9154224395751953,-2.2498745918273926,2.5237197875976562
1693771593493981200,1.832981201171875,-0.6045513153076172,-1.527642011642456,1.6879067420959473
1693771593512891400,1.851891357421875,-3.2861437797546387,-1.0477098226547241,0.936708927154541
1693771593531801600,1.870801513671875,-1.5764708518981934,-0.9969892501831055,0.8954019546508789
1693771593550712000,1.889712158203125,-0.20752859115600586,-1.5647927522659302,1.7147331237792969
1693771593569622300,1.908622314453125,-1.345876693725586,-1.79412841796875,1.2105131149291992
1693771593588532500,1.927532470703125,-1.9159705638885498,-0.8754833936691284,1.0079936981201172
1693771593607443000,1.94644287109375,-0.7857518196105957,-0.3230397701263428,2.3519773483276367
1693771593626353200,1.965353271484375,0.5632021427154541,0.25654494762420654,3.4121227264404297
